explanation_id,sentence_id,sentence_text,annotator,label,notes
H_P21_01,1,An object in uniform circular motion can have constant speed but still accelerate because velocity is a vector with both magnitude and direction.,Annotator One,FRAME,AUTO_ANN_V1: expansion batch
H_P21_01,1,An object in uniform circular motion can have constant speed but still accelerate because velocity is a vector with both magnitude and direction.,Annotator Two,FRAME,AUTO_ANN2_DRAFT: overlap extension
H_P21_01,2,"In circular motion, the direction of velocity changes continuously, so velocity changes even when speed does not.",Annotator One,PRINCIPLE_DERIVE,AUTO_ANN_V1: expansion batch
H_P21_01,2,"In circular motion, the direction of velocity changes continuously, so velocity changes even when speed does not.",Annotator Two,PRINCIPLE_DERIVE,AUTO_ANN2_DRAFT: overlap extension
H_P21_01,3,"Acceleration measures that change in velocity, so it is nonzero and points toward the center of the circle.",Annotator One,PRINCIPLE_DERIVE,AUTO_ANN_V1: expansion batch
H_P21_01,3,"Acceleration measures that change in velocity, so it is nonzero and points toward the center of the circle.",Annotator Two,PRINCIPLE_DERIVE,AUTO_ANN2_DRAFT: overlap extension
H_P21_01,4,Its magnitude is a_c = v^2/r (or r*omega^2).,Annotator One,PRINCIPLE_DERIVE,AUTO_ANN_V1: expansion batch
H_P21_01,4,Its magnitude is a_c = v^2/r (or r*omega^2).,Annotator Two,PRINCIPLE_DERIVE,AUTO_ANN2_DRAFT: overlap extension
H_P21_01,5,A tighter turn (smaller r) or higher speed increases this inward acceleration.,Annotator One,PRINCIPLE_DERIVE,AUTO_ANN_V1: expansion batch
H_P21_01,5,A tighter turn (smaller r) or higher speed increases this inward acceleration.,Annotator Two,PRINCIPLE_DERIVE,AUTO_ANN2_DRAFT: overlap extension
H_P22_01,1,"At fixed voltage, current and resistance are linked by Ohm's law, I = V/R.",Annotator One,CAVEAT,AUTO_ANN_V1: expansion batch
H_P22_01,2,"If V stays the same and R increases, I must decrease.",Annotator One,PRINCIPLE_DERIVE,AUTO_ANN_V1: expansion batch
H_P22_01,3,"Physically, higher resistance means charge carriers face more opposition as they move through the material, so less charge passes a point each second.",Annotator One,PRINCIPLE_DERIVE,AUTO_ANN_V1: expansion batch
H_P22_01,4,So increasing resistance lowers current in a simple circuit unless voltage is changed to compensate.,Annotator One,CAVEAT,AUTO_ANN_V1: expansion batch
H_P23_01,1,"Work by a constant force is W = F d cos(theta), where theta is the angle between force and displacement.",Annotator One,FRAME,AUTO_ANN_V1: expansion batch
H_P23_01,2,"If force is perpendicular to displacement, theta = 90 degrees and cos(90) = 0, so W = 0.",Annotator One,PRINCIPLE_DERIVE,AUTO_ANN_V1: expansion batch
H_P23_01,3,That means the force can change direction of motion without transferring energy through work in that direction.,Annotator One,PRINCIPLE_DERIVE,AUTO_ANN_V1: expansion batch
H_P23_01,4,"A common example is carrying a bag horizontally at constant height: your upward force is perpendicular to your horizontal displacement, so your force does no mechanical work on the bag along the path.",Annotator One,INTUITION,AUTO_ANN_V1: expansion batch
H_P24_01,1,"For a fixed amount of gas in a rigid sealed container, volume and particle number are constant.",Annotator One,CAVEAT,AUTO_ANN_V1: expansion batch
H_P24_01,2,"From the ideal gas law, P V = N k T, pressure is proportional to absolute temperature when V and N are fixed.",Annotator One,PRINCIPLE_DERIVE,AUTO_ANN_V1: expansion batch
H_P24_01,3,"So when temperature rises, pressure rises.",Annotator One,PRINCIPLE_DERIVE,AUTO_ANN_V1: expansion batch
H_P24_01,4,"Microscopically, hotter gas particles move faster and collide with container walls more frequently and with greater momentum change, which increases pressure.",Annotator One,PRINCIPLE_DERIVE,AUTO_ANN_V1: expansion batch
H_P25_01,1,Faraday's law says a changing magnetic flux induces an emf.,Annotator One,PRINCIPLE_DERIVE,AUTO_ANN_V1: expansion batch
H_P25_01,1,Faraday's law says a changing magnetic flux induces an emf.,Annotator Two,PRINCIPLE_DERIVE,AUTO_ANN2_DRAFT: overlap extension
H_P25_01,2,The minus sign in Faraday's law expresses Lenz's law: the induced current flows in a direction that opposes the change in flux that created it.,Annotator One,PRINCIPLE_DERIVE,AUTO_ANN_V1: expansion batch
H_P25_01,2,The minus sign in Faraday's law expresses Lenz's law: the induced current flows in a direction that opposes the change in flux that created it.,Annotator Two,PRINCIPLE_DERIVE,AUTO_ANN2_DRAFT: overlap extension
H_P25_01,3,This opposition is a consistency condition with energy conservation.,Annotator One,PRINCIPLE_DERIVE,AUTO_ANN_V1: expansion batch
H_P25_01,3,This opposition is a consistency condition with energy conservation.,Annotator Two,PRINCIPLE_DERIVE,AUTO_ANN2_DRAFT: overlap extension
H_P25_01,4,"If induced current reinforced the original change, flux would grow without extra work.",Annotator One,PRINCIPLE_DERIVE,AUTO_ANN_V1: expansion batch
H_P25_01,4,"If induced current reinforced the original change, flux would grow without extra work.",Annotator Two,PRINCIPLE_DERIVE,AUTO_ANN2_DRAFT: overlap extension
H_P25_01,5,"Instead, induced effects resist the change, so external work is required to keep changing the field.",Annotator One,PRINCIPLE_DERIVE,AUTO_ANN_V1: expansion batch
H_P25_01,5,"Instead, induced effects resist the change, so external work is required to keep changing the field.",Annotator Two,PRINCIPLE_DERIVE,AUTO_ANN2_DRAFT: overlap extension
H_P26_01,1,Momentum is conserved for a system when net external impulse is negligible.,Annotator One,FRAME,AUTO_ANN_V1: expansion batch
H_P26_01,2,"During a collision, objects exert internal forces on each other that are equal and opposite, so these internal effects cancel at the system level.",Annotator One,PRINCIPLE_DERIVE,AUTO_ANN_V1: expansion batch
H_P26_01,3,"As a result, total momentum before and after the collision is the same, even though individual object momenta can change a lot.",Annotator One,PRINCIPLE_DERIVE,AUTO_ANN_V1: expansion batch
H_P26_01,4,Kinetic energy may or may not be conserved depending on whether the collision is elastic.,Annotator One,PRINCIPLE_DERIVE,AUTO_ANN_V1: expansion batch
H_P27_01,1,Newton's second law states that net force equals mass times acceleration: F_net = m a.,Annotator One,PRINCIPLE_DERIVE,AUTO_ANN_V1: expansion batch
H_P27_01,2,"This means acceleration points in the direction of net force, grows when net force grows, and shrinks when mass grows for the same force.",Annotator One,PRINCIPLE_DERIVE,AUTO_ANN_V1: expansion batch
H_P27_01,3,"So a larger net force causes a larger acceleration, while a more massive object requires more force to get the same acceleration.",Annotator One,PRINCIPLE_DERIVE,AUTO_ANN_V1: expansion batch
H_P27_01,4,The law quantitatively links cause (net force) to motion change (acceleration).,Annotator One,PRINCIPLE_DERIVE,AUTO_ANN_V1: expansion batch
H_P28_01,1,Mechanical energy is the sum of kinetic and potential energy.,Annotator One,FRAME,AUTO_ANN_V1: expansion batch
H_P28_01,2,"In an ideal system with negligible nonconservative work (like friction), total mechanical energy stays constant while energy shifts between forms.",Annotator One,INTUITION,AUTO_ANN_V1: expansion batch
H_P28_01,3,"For example, as an object moves downhill, gravitational potential energy decreases and kinetic energy increases by the same amount.",Annotator One,INTUITION,AUTO_ANN_V1: expansion batch
H_P28_01,4,Moving uphill reverses the transfer.,Annotator One,PRINCIPLE_DERIVE,AUTO_ANN_V1: expansion batch
H_P28_01,5,So K and U can change significantly while K + U remains constant.,Annotator One,PRINCIPLE_DERIVE,AUTO_ANN_V1: expansion batch
H_P29_01,1,"Wave speed, frequency, and wavelength satisfy v = f lambda.",Annotator One,PRINCIPLE_DERIVE,AUTO_ANN_V1: expansion batch
H_P29_01,1,"Wave speed, frequency, and wavelength satisfy v = f lambda.",Annotator Two,PRINCIPLE_DERIVE,AUTO_ANN2_DRAFT: overlap extension
H_P29_01,2,"In one medium, speed is set mainly by medium properties, so if frequency increases then wavelength must decrease to keep v the same.",Annotator One,PRINCIPLE_DERIVE,AUTO_ANN_V1: expansion batch
H_P29_01,2,"In one medium, speed is set mainly by medium properties, so if frequency increases then wavelength must decrease to keep v the same.",Annotator Two,PRINCIPLE_DERIVE,AUTO_ANN2_DRAFT: overlap extension
H_P29_01,3,"Frequency is set by the source, while wavelength adjusts in response to speed in that medium.",Annotator One,PRINCIPLE_DERIVE,AUTO_ANN_V1: expansion batch
H_P29_01,3,"Frequency is set by the source, while wavelength adjusts in response to speed in that medium.",Annotator Two,PRINCIPLE_DERIVE,AUTO_ANN2_DRAFT: overlap extension
H_P29_01,4,This is why high-frequency sound has shorter wavelength than low-frequency sound when both travel through the same air.,Annotator One,VERIFY,AUTO_ANN_V1: expansion batch
H_P29_01,4,This is why high-frequency sound has shorter wavelength than low-frequency sound when both travel through the same air.,Annotator Two,VERIFY,AUTO_ANN2_DRAFT: overlap extension
H_P30_01,1,"A magnetic field exerts force on a moving charge with magnitude F = q v B sin(theta), perpendicular to both velocity and magnetic field.",Annotator One,PRINCIPLE_DERIVE,AUTO_ANN_V1: expansion batch
H_P30_01,2,"Because the magnetic force is perpendicular to motion, it changes direction of velocity more than speed.",Annotator One,PRINCIPLE_DERIVE,AUTO_ANN_V1: expansion batch
H_P30_01,3,"With v perpendicular to B in a uniform field, the path is circular; with a component parallel to B, the path is helical.",Annotator One,PRINCIPLE_DERIVE,AUTO_ANN_V1: expansion batch
H_P30_01,4,So magnetic fields steer charged particles and can confine them into curved trajectories.,Annotator One,PRINCIPLE_DERIVE,AUTO_ANN_V1: expansion batch
AI_P21_1,1,"Acceleration is the rate of change of velocity, and velocity includes both speed and direction.",Annotator One,FRAME,AUTO_ANN_V1: expansion batch
AI_P21_1,1,"Acceleration is the rate of change of velocity, and velocity includes both speed and direction.",Annotator Two,FRAME,AUTO_ANN2_DRAFT: overlap extension
AI_P21_1,2,"In circular motion, even if the speed stays constant, the direction of motion is continuously changing, so the velocity is changing.",Annotator One,PRINCIPLE_DERIVE,AUTO_ANN_V1: expansion batch
AI_P21_1,2,"In circular motion, even if the speed stays constant, the direction of motion is continuously changing, so the velocity is changing.",Annotator Two,PRINCIPLE_DERIVE,AUTO_ANN2_DRAFT: overlap extension
AI_P21_1,3,"This means there is an acceleration, called centripetal acceleration, which always points toward the center of the circle.",Annotator One,PRINCIPLE_DERIVE,AUTO_ANN_V1: expansion batch
AI_P21_1,3,"This means there is an acceleration, called centripetal acceleration, which always points toward the center of the circle.",Annotator Two,PRINCIPLE_DERIVE,AUTO_ANN2_DRAFT: overlap extension
AI_P21_1,4,The relevant principle is that any change in velocity requires a net force (Newton’s second law).,Annotator One,PRINCIPLE_DERIVE,AUTO_ANN_V1: expansion batch
AI_P21_1,4,The relevant principle is that any change in velocity requires a net force (Newton’s second law).,Annotator Two,PRINCIPLE_DERIVE,AUTO_ANN2_DRAFT: overlap extension
AI_P21_1,5,"For example, when a car turns at constant speed, you feel pushed sideways because your direction is changing, indicating an inward acceleration toward the center of the turn.",Annotator One,INTUITION,AUTO_ANN_V1: expansion batch
AI_P21_1,5,"For example, when a car turns at constant speed, you feel pushed sideways because your direction is changing, indicating an inward acceleration toward the center of the turn.",Annotator Two,INTUITION,AUTO_ANN2_DRAFT: overlap extension
AI_P21_2,1,"Acceleration is defined as any change in velocity, and velocity is a vector, meaning it has both magnitude and direction.",Annotator One,FRAME,AUTO_ANN_V1: expansion batch
AI_P21_2,1,"Acceleration is defined as any change in velocity, and velocity is a vector, meaning it has both magnitude and direction.",Annotator Two,FRAME,AUTO_ANN2_DRAFT: overlap extension
AI_P21_2,2,"Even if your speed stays constant around a circle, your direction of motion is continuously changing, so your velocity vector is constantly changing.",Annotator One,PRINCIPLE_DERIVE,AUTO_ANN_V1: expansion batch
AI_P21_2,2,"Even if your speed stays constant around a circle, your direction of motion is continuously changing, so your velocity vector is constantly changing.",Annotator Two,PRINCIPLE_DERIVE,AUTO_ANN2_DRAFT: overlap extension
AI_P21_2,3,"That change in velocity per unit time is acceleration, called centripetal acceleration, always pointing toward the center of the circle.",Annotator One,PRINCIPLE_DERIVE,AUTO_ANN_V1: expansion batch
AI_P21_2,3,"That change in velocity per unit time is acceleration, called centripetal acceleration, always pointing toward the center of the circle.",Annotator Two,PRINCIPLE_DERIVE,AUTO_ANN2_DRAFT: overlap extension
AI_P21_2,4,"Think of swinging a ball on a string: the string pulls the ball inward, constantly redirecting it without speeding it up.",Annotator One,INTUITION,AUTO_ANN_V1: expansion batch
AI_P21_2,4,"Think of swinging a ball on a string: the string pulls the ball inward, constantly redirecting it without speeding it up.",Annotator Two,INTUITION,AUTO_ANN2_DRAFT: overlap extension
AI_P21_2,5,"Without that inward pull, the ball would fly off in a straight line, as Newton's first law predicts.",Annotator One,PRINCIPLE_DERIVE,AUTO_ANN_V1: expansion batch
AI_P21_2,5,"Without that inward pull, the ball would fly off in a straight line, as Newton's first law predicts.",Annotator Two,PRINCIPLE_DERIVE,AUTO_ANN2_DRAFT: overlap extension
AI_P22_1,1,"At fixed voltage, the relationship between current and resistance is given by Ohm’s law: I = V / R.",Annotator One,CAVEAT,AUTO_ANN_V1: expansion batch
AI_P22_1,2,"Voltage is the “push” driving charges through a circuit, while resistance measures how strongly the material opposes that motion.",Annotator One,PRINCIPLE_DERIVE,AUTO_ANN_V1: expansion batch
AI_P22_1,3,"If the voltage stays the same and resistance increases, the denominator in the equation grows, so the current must decrease.",Annotator One,PRINCIPLE_DERIVE,AUTO_ANN_V1: expansion batch
AI_P22_1,4,"Microscopically, higher resistance means charge carriers (like electrons) collide more often with atoms, losing momentum and moving more slowly on average.",Annotator One,INTUITION,AUTO_ANN_V1: expansion batch
AI_P22_1,5,"An intuitive analogy is water flowing through a pipe: if you narrow or roughen the pipe (increase resistance), less water flows for the same pressure.",Annotator One,PRINCIPLE_DERIVE,AUTO_ANN_V1: expansion batch
AI_P22_2,1,"Voltage is the electrical ""pressure"" that pushes charges through a circuit, while resistance is how much the circuit opposes that flow.",Annotator One,FRAME,AUTO_ANN_V1: expansion batch
AI_P22_2,2,Ohm's Law states that current equals voltage divided by resistance (I = V/R).,Annotator One,PRINCIPLE_DERIVE,AUTO_ANN_V1: expansion batch
AI_P22_2,3,"Think of water flowing through a pipe: voltage is the water pressure, and resistance is how narrow the pipe is.",Annotator One,INTUITION,AUTO_ANN_V1: expansion batch
AI_P22_2,4,"If you squeeze the pipe tighter while keeping the pressure the same, less water flows through.",Annotator One,PRINCIPLE_DERIVE,AUTO_ANN_V1: expansion batch
AI_P22_2,5,"Similarly, when resistance increases at fixed voltage, there is greater opposition to charge movement, so fewer charges pass any point per second — meaning current decreases proportionally.",Annotator One,CAVEAT,AUTO_ANN_V1: expansion batch
AI_P23_1,1,"Work is defined as the dot product of force and displacement, \( W = \vec{F} \cdot \vec{d} = F d \cos\theta \).",Annotator One,FRAME,AUTO_ANN_V1: expansion batch
AI_P23_1,2,The key is the cosine term: it picks out the component of the force along the direction of motion.,Annotator One,PRINCIPLE_DERIVE,AUTO_ANN_V1: expansion batch
AI_P23_1,3,"If the force is perpendicular to the displacement, then \(\theta = 90^\circ\) and \(\cos 90^\circ = 0\), so no work is done.",Annotator One,PRINCIPLE_DERIVE,AUTO_ANN_V1: expansion batch
AI_P23_1,4,"Physically, this means the force changes the object’s direction but not its speed or energy.",Annotator One,PRINCIPLE_DERIVE,AUTO_ANN_V1: expansion batch
AI_P23_1,5,"A classic example is uniform circular motion: the centripetal force always points inward, perpendicular to the velocity, so it continuously redirects the motion without adding or removing energy.",Annotator One,PRINCIPLE_DERIVE,AUTO_ANN_V1: expansion batch
AI_P23_2,1,Work is defined as the transfer of energy from a force into the motion of an object along a specific direction.,Annotator One,FRAME,AUTO_ANN_V1: expansion batch
AI_P23_2,2,"Mathematically, work equals force times displacement times the cosine of the angle between them.",Annotator One,PRINCIPLE_DERIVE,AUTO_ANN_V1: expansion batch
AI_P23_2,3,"When a force is perpendicular to displacement, that angle is 90°, and cosine of 90° is zero, so no work is done.",Annotator One,PRINCIPLE_DERIVE,AUTO_ANN_V1: expansion batch
