explanation_id,sentence_id,sentence_text,label_annotator_1,label_annotator_2,label_final,adjudication_note,notes
AI_M03_1,4,But the passenger’s body initially wants to stay where it was.,PRINCIPLE_DERIVE,,PRINCIPLE_DERIVE,,QC_OK: PRINCIPLE_DERIVE label confirmed
AI_M03_1,5,This makes it feel like they are being pushed backward into the seat.,PRINCIPLE_DERIVE,,PRINCIPLE_DERIVE,,QC_OK: PRINCIPLE_DERIVE label confirmed
AI_M03_1,6,"In reality, the seat is pushing them forward.",VERIFY,,VERIFY,,QC_OK: VERIFY label confirmed
AI_M03_1,7,The backward feeling is just the sensation of their body resisting the car’s sudden change in speed.,PRINCIPLE_DERIVE,,PRINCIPLE_DERIVE,,QC_OK: PRINCIPLE_DERIVE label confirmed
AI_M03_2,1,"A passenger feels pushed backward when a car suddenly accelerates forward because of inertia, the tendency of objects to resist changes in motion.",FRAME,,FRAME,,QC_OK: FRAME label confirmed
AI_M03_2,2,"Before the car moves, both the passenger and the car are at rest.",PRINCIPLE_DERIVE,,PRINCIPLE_DERIVE,,QC_OK: PRINCIPLE_DERIVE label confirmed
AI_M03_2,3,"When the car speeds up, the seat pushes the passenger forward to make them move with the car.",PRINCIPLE_DERIVE,,PRINCIPLE_DERIVE,,QC_OK: PRINCIPLE_DERIVE label confirmed
AI_M03_2,4,But the passenger’s body initially wants to stay where it was.,PRINCIPLE_DERIVE,,PRINCIPLE_DERIVE,,QC_OK: PRINCIPLE_DERIVE label confirmed
AI_M03_2,5,This makes it feel like they are being pushed backward into the seat.,PRINCIPLE_DERIVE,,PRINCIPLE_DERIVE,,QC_OK: PRINCIPLE_DERIVE label confirmed
AI_M03_2,6,"In reality, the seat is pushing them forward.",VERIFY,,VERIFY,,QC_OK: VERIFY label confirmed
AI_M03_2,7,The backward feeling is just the sensation of their body resisting the car’s sudden change in speed.,PRINCIPLE_DERIVE,,PRINCIPLE_DERIVE,,QC_OK: PRINCIPLE_DERIVE label confirmed
AI_M04_1,1,A seatbelt reduces injury during a sudden stop by increasing the time over which your body comes to rest.,FRAME,,FRAME,,Step4 full-pass (5-label schema)
AI_M04_1,2,"Without a seatbelt, your body would keep moving forward at the car’s original speed because of inertia, possibly hitting the dashboard or windshield.",PRINCIPLE_DERIVE,,PRINCIPLE_DERIVE,,Step4 full-pass (5-label schema)
AI_M04_1,3,A seatbelt applies a restraining force that slows you down more gradually.,PRINCIPLE_DERIVE,,PRINCIPLE_DERIVE,,Step4 full-pass (5-label schema)
AI_M04_1,4,"Since force depends on how quickly momentum changes, spreading the stop over a longer time reduces the force on your body.",PRINCIPLE_DERIVE,,PRINCIPLE_DERIVE,,Step4 full-pass (5-label schema)
AI_M04_1,5,Seatbelts also keep you in the proper position so airbags can work effectively.,VERIFY,,VERIFY,,Step4 full-pass (5-label schema)
AI_M04_1,6,"They prevent you from being thrown forward, which greatly lowers the chance of serious injury.",VERIFY,,VERIFY,,Step4 full-pass (5-label schema)
AI_M04_2,1,A seatbelt reduces injury during a sudden stop by increasing the time over which your body comes to rest.,FRAME,,FRAME,,Step4 full-pass (5-label schema)
AI_M04_2,2,"Without a seatbelt, your body would keep moving forward at the car’s original speed because of inertia, possibly hitting the dashboard or windshield.",PRINCIPLE_DERIVE,,PRINCIPLE_DERIVE,,Step4 full-pass (5-label schema)
AI_M04_2,3,A seatbelt applies a restraining force that slows you down more gradually.,PRINCIPLE_DERIVE,,PRINCIPLE_DERIVE,,Step4 full-pass (5-label schema)
AI_M04_2,4,"Since force depends on how quickly momentum changes, spreading the stop over a longer time reduces the force on your body.",PRINCIPLE_DERIVE,,PRINCIPLE_DERIVE,,Step4 full-pass (5-label schema)
AI_M04_2,5,Seatbelts also keep you in the proper position so airbags can work effectively.,VERIFY,,VERIFY,,Step4 full-pass (5-label schema)
AI_M04_2,6,"They prevent you from being thrown forward, which greatly lowers the chance of serious injury.",VERIFY,,VERIFY,,Step4 full-pass (5-label schema)
AI_M05_1,1,It is harder to stop a truck than a bicycle moving at the same speed because the truck has much more mass and therefore much more momentum.,FRAME,,FRAME,,Step4 full-pass (5-label schema)
AI_M05_1,2,Momentum is the product of mass and velocity.,PRINCIPLE_DERIVE,,PRINCIPLE_DERIVE,,Step4 full-pass (5-label schema)
AI_M05_1,3,"Since both are moving at the same speed, the truck’s larger mass means it carries far more momentum.",PRINCIPLE_DERIVE,,PRINCIPLE_DERIVE,,Step4 full-pass (5-label schema)
AI_M05_1,4,"To stop it, a larger force or more stopping time is needed.",PRINCIPLE_DERIVE,,PRINCIPLE_DERIVE,,Step4 full-pass (5-label schema)
AI_M05_1,5,"The truck also has greater kinetic energy, which must be removed by brakes and friction.",PRINCIPLE_DERIVE,,PRINCIPLE_DERIVE,,Step4 full-pass (5-label schema)
AI_M05_1,6,"That is why trucks need longer stopping distances and stronger braking systems than bicycles, even when traveling at the same speed.",VERIFY,,VERIFY,,Step4 full-pass (5-label schema)
AI_M05_2,1,It is harder to stop a truck than a bicycle moving at the same speed because the truck has much more mass and therefore much more momentum.,FRAME,,FRAME,,Step4 full-pass (5-label schema)
AI_M05_2,2,Momentum is the product of mass and velocity.,PRINCIPLE_DERIVE,,PRINCIPLE_DERIVE,,Step4 full-pass (5-label schema)
AI_M05_2,3,"Since both are moving at the same speed, the truck’s larger mass means it carries far more momentum.",PRINCIPLE_DERIVE,,PRINCIPLE_DERIVE,,Step4 full-pass (5-label schema)
AI_M05_2,4,"To stop it, a larger force or more stopping time is needed.",PRINCIPLE_DERIVE,,PRINCIPLE_DERIVE,,Step4 full-pass (5-label schema)
AI_M05_2,5,"The truck also has greater kinetic energy, which must be removed by brakes and friction.",PRINCIPLE_DERIVE,,PRINCIPLE_DERIVE,,Step4 full-pass (5-label schema)
AI_M05_2,6,"That is why trucks need longer stopping distances and stronger braking systems than bicycles, even when traveling at the same speed.",VERIFY,,VERIFY,,Step4 full-pass (5-label schema)
AI_M06_1,1,A person standing still on ice can still exert a force on the surface because force does not require motion.,FRAME,,FRAME,,Step4 full-pass (5-label schema)
AI_M06_1,2,"Even when standing still, the person’s weight pulls downward due to gravity.",PRINCIPLE_DERIVE,,PRINCIPLE_DERIVE,,Step4 full-pass (5-label schema)
AI_M06_1,3,This downward force pushes on the ice.,PRINCIPLE_DERIVE,,PRINCIPLE_DERIVE,,Step4 full-pass (5-label schema)
AI_M06_1,4,"According to Newton’s third law, the ice pushes back upward with an equal and opposite force called the normal force.",PRINCIPLE_DERIVE,,PRINCIPLE_DERIVE,,Step4 full-pass (5-label schema)
AI_M06_1,5,"These forces balance, so the person remains at rest.",PRINCIPLE_DERIVE,,PRINCIPLE_DERIVE,,Step4 full-pass (5-label schema)
AI_M06_1,6,The fact that nothing moves does not mean no forces are present.,CAVEAT,,CAVEAT,,Step4 full-pass (5-label schema)
AI_M06_1,7,It only means the forces are balanced.,CAVEAT,,CAVEAT,,Step4 full-pass (5-label schema)
AI_M06_1,8,Standing still is actually a situation where forces are acting but canceling out.,VERIFY,,VERIFY,,Step4 full-pass (5-label schema)
AI_M06_2,1,A person standing still on ice can still exert a force on the surface because force does not require motion.,FRAME,,FRAME,,Step4 full-pass (5-label schema)
AI_M06_2,2,"Even when standing still, the person’s weight pulls downward due to gravity.",PRINCIPLE_DERIVE,,PRINCIPLE_DERIVE,,Step4 full-pass (5-label schema)
AI_M06_2,3,This downward force pushes on the ice.,PRINCIPLE_DERIVE,,PRINCIPLE_DERIVE,,Step4 full-pass (5-label schema)
AI_M06_2,4,"According to Newton’s third law, the ice pushes back upward with an equal and opposite force called the normal force.",PRINCIPLE_DERIVE,,PRINCIPLE_DERIVE,,Step4 full-pass (5-label schema)
AI_M06_2,5,"These forces balance, so the person remains at rest.",PRINCIPLE_DERIVE,,PRINCIPLE_DERIVE,,Step4 full-pass (5-label schema)
AI_M06_2,6,The fact that nothing moves does not mean no forces are present.,CAVEAT,,CAVEAT,,Step4 full-pass (5-label schema)
AI_M06_2,7,It only means the forces are balanced.,CAVEAT,,CAVEAT,,Step4 full-pass (5-label schema)
AI_M06_2,8,Standing still is actually a situation where forces are acting but canceling out.,VERIFY,,VERIFY,,Step4 full-pass (5-label schema)
AI_M07_1,1,Friction can help motion because it provides the grip needed to push against a surface.,FRAME,,FRAME,,Step4 full-pass (5-label schema)
AI_M07_1,2,"Although friction often opposes sliding, it also prevents unwanted slipping.",CAVEAT,,CAVEAT,,Step4 full-pass (5-label schema)
AI_M07_1,3,"For example, when you walk, your foot pushes backward on the ground.",INTUITION,,INTUITION,,Step4 full-pass (5-label schema)
AI_M07_1,4,Static friction from the ground then pushes you forward.,PRINCIPLE_DERIVE,,PRINCIPLE_DERIVE,,Step4 full-pass (5-label schema)
AI_M07_1,5,"Without friction, your foot would slide and you could not move effectively.",CAVEAT,,CAVEAT,,Step4 full-pass (5-label schema)
AI_M07_1,6,"The same idea applies to car tires, which rely on friction to accelerate, turn, and brake.",INTUITION,,INTUITION,,Step4 full-pass (5-label schema)
AI_M07_1,7,So friction is not always a force that slows things down.,CAVEAT,,CAVEAT,,Step4 full-pass (5-label schema)
AI_M07_1,8,"In many situations, it is essential for controlled movement and stability.",VERIFY,,VERIFY,,Step4 full-pass (5-label schema)
AI_M07_2,1,Friction can help motion because it provides the grip needed to push against a surface.,FRAME,,FRAME,,Step4 full-pass (5-label schema)
AI_M07_2,2,"Although friction often opposes sliding, it also prevents unwanted slipping.",CAVEAT,,CAVEAT,,Step4 full-pass (5-label schema)
AI_M07_2,3,"For example, when you walk, your foot pushes backward on the ground.",INTUITION,,INTUITION,,Step4 full-pass (5-label schema)
AI_M07_2,4,Static friction from the ground then pushes you forward.,PRINCIPLE_DERIVE,,PRINCIPLE_DERIVE,,Step4 full-pass (5-label schema)
AI_M07_2,5,"Without friction, your foot would slide and you could not move effectively.",CAVEAT,,CAVEAT,,Step4 full-pass (5-label schema)
AI_M07_2,6,"The same idea applies to car tires, which rely on friction to accelerate, turn, and brake.",INTUITION,,INTUITION,,Step4 full-pass (5-label schema)
AI_M07_2,7,So friction is not always a force that slows things down.,CAVEAT,,CAVEAT,,Step4 full-pass (5-label schema)
AI_M07_2,8,"In many situations, it is essential for controlled movement and stability.",VERIFY,,VERIFY,,Step4 full-pass (5-label schema)
AI_M08_1,1,A rocket accelerates in space because it pushes mass out of its engines at high speed.,FRAME,,FRAME,,Step4 full-pass (5-label schema)
AI_M08_1,2,"According to Newton’s third law, when the rocket pushes exhaust gases backward, the gases push the rocket forward with an equal and opposite force.",PRINCIPLE_DERIVE,,PRINCIPLE_DERIVE,,Step4 full-pass (5-label schema)
AI_M08_1,3,The rocket does not need air to push against.,CAVEAT,,CAVEAT,,Step4 full-pass (5-label schema)
AI_M08_1,4,It only needs to eject mass.,PRINCIPLE_DERIVE,,PRINCIPLE_DERIVE,,Step4 full-pass (5-label schema)
AI_M08_1,5,This is why rockets work in the vacuum of space.,VERIFY,,VERIFY,,Step4 full-pass (5-label schema)
AI_M08_1,6,"The force comes from the internal combustion and expulsion of fuel, not from interaction with the atmosphere.",CAVEAT,,CAVEAT,,Step4 full-pass (5-label schema)
AI_M08_1,7,"As long as the rocket continues throwing exhaust backward, it can keep accelerating forward.",PRINCIPLE_DERIVE,,PRINCIPLE_DERIVE,,Step4 full-pass (5-label schema)
AI_M08_2,1,A rocket accelerates in space because it pushes mass out of its engines at high speed.,FRAME,,FRAME,,Step4 full-pass (5-label schema)
AI_M08_2,2,"According to Newton’s third law, when the rocket pushes exhaust gases backward, the gases push the rocket forward with an equal and opposite force.",PRINCIPLE_DERIVE,,PRINCIPLE_DERIVE,,Step4 full-pass (5-label schema)
AI_M08_2,3,The rocket does not need air to push against.,CAVEAT,,CAVEAT,,Step4 full-pass (5-label schema)
AI_M08_2,4,It only needs to eject mass.,PRINCIPLE_DERIVE,,PRINCIPLE_DERIVE,,Step4 full-pass (5-label schema)
AI_M08_2,5,This is why rockets work in the vacuum of space.,VERIFY,,VERIFY,,Step4 full-pass (5-label schema)
AI_M08_2,6,"The force comes from the internal combustion and expulsion of fuel, not from interaction with the atmosphere.",CAVEAT,,CAVEAT,,Step4 full-pass (5-label schema)
AI_M08_2,7,"As long as the rocket continues throwing exhaust backward, it can keep accelerating forward.",PRINCIPLE_DERIVE,,PRINCIPLE_DERIVE,,Step4 full-pass (5-label schema)
AI_P21_1,1,"Acceleration is the rate of change of velocity, and velocity includes both speed and direction.",FRAME,FRAME,FRAME,,AUTO_ANN_V1: expansion batch | AUTO_ANN2_DRAFT: overlap extension
AI_P21_1,2,"In circular motion, even if the speed stays constant, the direction of motion is continuously changing, so the velocity is changing.",PRINCIPLE_DERIVE,PRINCIPLE_DERIVE,PRINCIPLE_DERIVE,,AUTO_ANN_V1: expansion batch | AUTO_ANN2_DRAFT: overlap extension
AI_P21_1,3,"This means there is an acceleration, called centripetal acceleration, which always points toward the center of the circle.",PRINCIPLE_DERIVE,PRINCIPLE_DERIVE,PRINCIPLE_DERIVE,,AUTO_ANN_V1: expansion batch | AUTO_ANN2_DRAFT: overlap extension
AI_P21_1,4,The relevant principle is that any change in velocity requires a net force (Newton’s second law).,PRINCIPLE_DERIVE,PRINCIPLE_DERIVE,PRINCIPLE_DERIVE,,AUTO_ANN_V1: expansion batch | AUTO_ANN2_DRAFT: overlap extension
AI_P21_1,5,"For example, when a car turns at constant speed, you feel pushed sideways because your direction is changing, indicating an inward acceleration toward the center of the turn.",INTUITION,INTUITION,INTUITION,,AUTO_ANN_V1: expansion batch | AUTO_ANN2_DRAFT: overlap extension
AI_P21_2,1,"Acceleration is defined as any change in velocity, and velocity is a vector, meaning it has both magnitude and direction.",FRAME,FRAME,FRAME,,AUTO_ANN_V1: expansion batch | AUTO_ANN2_DRAFT: overlap extension
AI_P21_2,2,"Even if your speed stays constant around a circle, your direction of motion is continuously changing, so your velocity vector is constantly changing.",PRINCIPLE_DERIVE,PRINCIPLE_DERIVE,PRINCIPLE_DERIVE,,AUTO_ANN_V1: expansion batch | AUTO_ANN2_DRAFT: overlap extension
AI_P21_2,3,"That change in velocity per unit time is acceleration, called centripetal acceleration, always pointing toward the center of the circle.",PRINCIPLE_DERIVE,PRINCIPLE_DERIVE,PRINCIPLE_DERIVE,,AUTO_ANN_V1: expansion batch | AUTO_ANN2_DRAFT: overlap extension
AI_P21_2,4,"Think of swinging a ball on a string: the string pulls the ball inward, constantly redirecting it without speeding it up.",INTUITION,INTUITION,INTUITION,,AUTO_ANN_V1: expansion batch | AUTO_ANN2_DRAFT: overlap extension
AI_P21_2,5,"Without that inward pull, the ball would fly off in a straight line, as Newton's first law predicts.",PRINCIPLE_DERIVE,PRINCIPLE_DERIVE,PRINCIPLE_DERIVE,,AUTO_ANN_V1: expansion batch | AUTO_ANN2_DRAFT: overlap extension
AI_P22_1,1,"At fixed voltage, the relationship between current and resistance is given by Ohm’s law: I = V / R.",CAVEAT,,CAVEAT,,AUTO_ANN_V1: expansion batch
AI_P22_1,2,"Voltage is the “push” driving charges through a circuit, while resistance measures how strongly the material opposes that motion.",PRINCIPLE_DERIVE,,PRINCIPLE_DERIVE,,AUTO_ANN_V1: expansion batch
AI_P22_1,3,"If the voltage stays the same and resistance increases, the denominator in the equation grows, so the current must decrease.",PRINCIPLE_DERIVE,,PRINCIPLE_DERIVE,,AUTO_ANN_V1: expansion batch
AI_P22_1,4,"Microscopically, higher resistance means charge carriers (like electrons) collide more often with atoms, losing momentum and moving more slowly on average.",INTUITION,,INTUITION,,AUTO_ANN_V1: expansion batch
AI_P22_1,5,"An intuitive analogy is water flowing through a pipe: if you narrow or roughen the pipe (increase resistance), less water flows for the same pressure.",PRINCIPLE_DERIVE,,PRINCIPLE_DERIVE,,AUTO_ANN_V1: expansion batch
AI_P22_2,1,"Voltage is the electrical ""pressure"" that pushes charges through a circuit, while resistance is how much the circuit opposes that flow.",FRAME,,FRAME,,AUTO_ANN_V1: expansion batch
AI_P22_2,2,Ohm's Law states that current equals voltage divided by resistance (I = V/R).,PRINCIPLE_DERIVE,,PRINCIPLE_DERIVE,,AUTO_ANN_V1: expansion batch
AI_P22_2,3,"Think of water flowing through a pipe: voltage is the water pressure, and resistance is how narrow the pipe is.",INTUITION,,INTUITION,,AUTO_ANN_V1: expansion batch
AI_P22_2,4,"If you squeeze the pipe tighter while keeping the pressure the same, less water flows through.",PRINCIPLE_DERIVE,,PRINCIPLE_DERIVE,,AUTO_ANN_V1: expansion batch
AI_P22_2,5,"Similarly, when resistance increases at fixed voltage, there is greater opposition to charge movement, so fewer charges pass any point per second — meaning current decreases proportionally.",CAVEAT,,CAVEAT,,AUTO_ANN_V1: expansion batch
AI_P23_1,1,"Work is defined as the dot product of force and displacement, \( W = \vec{F} \cdot \vec{d} = F d \cos\theta \).",FRAME,,FRAME,,AUTO_ANN_V1: expansion batch
AI_P23_1,2,The key is the cosine term: it picks out the component of the force along the direction of motion.,PRINCIPLE_DERIVE,,PRINCIPLE_DERIVE,,AUTO_ANN_V1: expansion batch
AI_P23_1,3,"If the force is perpendicular to the displacement, then \(\theta = 90^\circ\) and \(\cos 90^\circ = 0\), so no work is done.",PRINCIPLE_DERIVE,,PRINCIPLE_DERIVE,,AUTO_ANN_V1: expansion batch
AI_P23_1,4,"Physically, this means the force changes the object’s direction but not its speed or energy.",PRINCIPLE_DERIVE,,PRINCIPLE_DERIVE,,AUTO_ANN_V1: expansion batch
AI_P23_1,5,"A classic example is uniform circular motion: the centripetal force always points inward, perpendicular to the velocity, so it continuously redirects the motion without adding or removing energy.",PRINCIPLE_DERIVE,,PRINCIPLE_DERIVE,,AUTO_ANN_V1: expansion batch
AI_P23_2,1,Work is defined as the transfer of energy from a force into the motion of an object along a specific direction.,FRAME,,FRAME,,AUTO_ANN_V1: expansion batch
AI_P23_2,2,"Mathematically, work equals force times displacement times the cosine of the angle between them.",PRINCIPLE_DERIVE,,PRINCIPLE_DERIVE,,AUTO_ANN_V1: expansion batch
AI_P23_2,3,"When a force is perpendicular to displacement, that angle is 90°, and cosine of 90° is zero, so no work is done.",PRINCIPLE_DERIVE,,PRINCIPLE_DERIVE,,AUTO_ANN_V1: expansion batch
AI_P23_2,4,"Physically, this means the force has no component pointing along the direction of motion, so it cannot speed up or slow down the object — it cannot transfer energy into or out of that motion.",PRINCIPLE_DERIVE,,PRINCIPLE_DERIVE,,AUTO_ANN_V1: expansion batch
AI_P23_2,5,"A classic example is a satellite orbiting Earth: gravity pulls inward while the satellite moves tangentially, so gravity does zero work and the satellite's speed remains constant.",PRINCIPLE_DERIVE,,PRINCIPLE_DERIVE,,AUTO_ANN_V1: expansion batch
AI_P24_1,1,"In a sealed rigid container, the volume and number of particles stay constant, so increasing temperature means increasing the average kinetic energy of the gas molecules (from kinetic theory).",CAVEAT,,CAVEAT,,AUTO_ANN_V1: expansion batch
AI_P24_1,2,"Faster molecules collide with the container walls more frequently and with greater force, which raises the pressure.",PRINCIPLE_DERIVE,,PRINCIPLE_DERIVE,,AUTO_ANN_V1: expansion batch
AI_P24_1,3,This is captured by the ideal gas law \(P \propto T\) when volume and particle number are fixed.,PRINCIPLE_DERIVE,,PRINCIPLE_DERIVE,,AUTO_ANN_V1: expansion batch
AI_P24_1,4,"Intuitively, imagine ping-pong balls bouncing inside a box: if they suddenly move faster, they hit the walls harder and more often, so the force on the walls—and thus the pressure—increases.",INTUITION,,INTUITION,,AUTO_ANN_V1: expansion batch
AI_P24_2,1,"When you heat a gas, you add energy to its molecules, causing them to move faster.",PRINCIPLE_DERIVE,,PRINCIPLE_DERIVE,,AUTO_ANN_V1: expansion batch
AI_P24_2,2,Pressure is created by molecules constantly colliding with the container walls — each collision delivers a tiny push.,PRINCIPLE_DERIVE,,PRINCIPLE_DERIVE,,AUTO_ANN_V1: expansion batch
AI_P24_2,3,"When molecules move faster, two things happen: they hit the walls more frequently, and each individual collision transfers more force.",PRINCIPLE_DERIVE,,PRINCIPLE_DERIVE,,AUTO_ANN_V1: expansion batch
AI_P24_2,4,"Since the container is rigid and sealed, the volume cannot expand and the number of molecules stays fixed, so all that extra molecular energy goes directly into harder and more frequent wall collisions.",CAVEAT,,CAVEAT,,AUTO_ANN_V1: expansion batch
AI_P24_2,5,"Think of it like a crowd in a room getting increasingly agitated — the more energetically people bounce around, the harder they push against the walls.",INTUITION,,INTUITION,,AUTO_ANN_V1: expansion batch
AI_P24_2,6,"This relationship is captured by Gay-Lussac's Law: at constant volume, pressure is directly proportional to absolute temperature.",PRINCIPLE_DERIVE,,PRINCIPLE_DERIVE,,AUTO_ANN_V1: expansion batch
AI_P25_1,1,"When magnetic flux through a loop changes, an induced current appears whose direction opposes that change—this is Lenz’s law.",FRAME,PRINCIPLE_DERIVE,FRAME,AUTO_FINAL=Annotator1,AUTO_ANN_V1: expansion batch | AUTO_ANN2_DRAFT: overlap extension
AI_P25_1,2,"The deeper reason is conservation of energy: if the induced current reinforced the change, the system would amplify itself without any external work, creating energy from nothing.",PRINCIPLE_DERIVE,PRINCIPLE_DERIVE,PRINCIPLE_DERIVE,,AUTO_ANN_V1: expansion batch | AUTO_ANN2_DRAFT: overlap extension
AI_P25_1,3,"Instead, the induced current produces its own magnetic field that resists the change, so an external agent must do work to alter the flux.",PRINCIPLE_DERIVE,PRINCIPLE_DERIVE,PRINCIPLE_DERIVE,,AUTO_ANN_V1: expansion batch | AUTO_ANN2_DRAFT: overlap extension
AI_P25_1,4,"For example, pushing a magnet toward a conducting loop induces a current whose magnetic field repels the magnet, making it feel harder to push—your mechanical work becomes electrical energy.",INTUITION,INTUITION,INTUITION,,AUTO_ANN_V1: expansion batch | AUTO_ANN2_DRAFT: overlap extension
AI_P25_2,1,"When a magnetic flux through a conducting loop changes, the loop responds by driving a current that creates its own magnetic field to resist that change — this is Faraday's law combined with Lenz's law.",FRAME,PRINCIPLE_DERIVE,FRAME,AUTO_FINAL=Annotator1,AUTO_ANN_V1: expansion batch | AUTO_ANN2_DRAFT: overlap extension
AI_P25_2,2,"The deeper reason is energy conservation: if the induced current reinforced the change instead of opposing it, the growing magnetic field would induce a stronger current, which would grow the field further, generating energy from nothing, violating conservation of energy.",PRINCIPLE_DERIVE,PRINCIPLE_DERIVE,PRINCIPLE_DERIVE,,AUTO_ANN_V1: expansion batch | AUTO_ANN2_DRAFT: overlap extension
AI_P25_2,3,"Think of it like mechanical inertia — just as a stationary object resists being pushed, a stable magnetic flux resists being disturbed.",INTUITION,INTUITION,INTUITION,,AUTO_ANN_V1: expansion batch | AUTO_ANN2_DRAFT: overlap extension
AI_P25_2,4,"Nature always pushes back against the disturbance, never amplifying it freely.",PRINCIPLE_DERIVE,PRINCIPLE_DERIVE,PRINCIPLE_DERIVE,,AUTO_ANN_V1: expansion batch | AUTO_ANN2_DRAFT: overlap extension
AI_P26_1,1,Total momentum is conserved in collisions because of Newton’s third law and the absence of significant external forces.,FRAME,,FRAME,,AUTO_ANN_V1: expansion batch
AI_P26_1,2,"During a collision, the forces the objects exert on each other are equal in magnitude and opposite in direction, so the impulse (force × time) each object experiences is equal and opposite.",PRINCIPLE_DERIVE,,PRINCIPLE_DERIVE,,AUTO_ANN_V1: expansion batch
